movieId,title,avg_sim_rating,votes
6402,Siam Sunset,5.0,1
80124,Sisters (Syostry),5.0,1
3484,"Skulls, The",5.0,1
5048,Snow Dogs,5.0,1
124404,"Snowflake, the White Gorilla",5.0,1
2097,Something Wicked This Way Comes,5.0,1
5607,"Son of the Bride (Hijo de la novia, El)",5.0,1
26840,Sonatine (Sonachine),5.0,1
668,Song of the Little Road (Pather Panchali),5.0,1
158027,SORI: Voice from the Heart,5.0,1
149508,Spellbound,5.0,1
26849,"Stand, The",5.0,1
128968,Stitch! The Movie,5.0,1
8804,"Story of Women (Affaire de femmes, Une)",5.0,1
67618,Strictly Sexual,5.0,1
5480,Stuart Little 2,5.0,1
121781,Stuart Little 3: Call of the Wild,5.0,1
4957,Sudden Impact,5.0,1
26928,"Summer's Tale, A (Conte d'été)",5.0,1
53355,Sun Alley (Sonnenallee),5.0,1
876,Supercop 2 (Project S) (Chao ji ji hua),5.0,1
95149,Superman/Batman: Public Enemies,5.0,1
32387,"Sword of Doom, The (Dai-bosatsu tôge)",5.0,1
5485,Tadpole,5.0,1
842,Tales from the Crypt Presents: Bordello of Blood,5.0,1
25887,Tales of Manhattan,5.0,1
8604,Taxi,5.0,1
7036,Teen Wolf,5.0,1
157775,Tenchi Muyô! In Love,5.0,1
88746,Terri,5.0,1
147250,The Adventures of Sherlock Holmes and Doctor Watson,5.0,1
147326,The Adventures of Sherlock Holmes and Doctor Watson: King of Blackmailers,5.0,1
147286,The Adventures of Sherlock Holmes and Doctor Watson: The Treasures of Agra,5.0,1
147328,The Adventures of Sherlock Holmes and Dr. Watson: Bloody Signature,5.0,1
5490,The Big Bus,5.0,1
159811,The Bremen Town Musicians,5.0,1
142444,The Editor,5.0,1
136834,The Eye: Infinity,5.0,1
126921,The Fox and the Hound 2,5.0,1
140247,The Gift,5.0,1
164367,The Girl with All the Gifts,5.0,1
147196,The Girls,5.0,1
150554,The Love Bug,5.0,1
4061,The Man in the Moon,5.0,1
170777,There Once Was a Dog,5.0,1
26249,They Call Me Trinity,5.0,1
151769,Three from Prostokvashino,5.0,1
138632,Tokyo Tribe,5.0,1
8,Tom and Huck,5.0,1
131130,Tom and Jerry: A Nutcracker Tale,5.0,1
136503,Tom and Jerry: Shiver Me Whiskers,5.0,1
128914,Tom Segura: Completely Normal,5.0,1
162344,Tom Segura: Mostly Stories,5.0,1
93320,Trailer Park Boys,5.0,1
173355,Travels of an Ant,5.0,1
86898,"Tree of Life, The",5.0,1
128087,Trinity and Sartana Are Coming,5.0,1
2069,"Trip to Bountiful, The",5.0,1
70946,Troll 2,5.0,1
7815,True Stories,5.0,1
5034,"Truly, Madly, Deeply",5.0,1
5621,"Tuxedo, The",5.0,1
2582,Twin Dragons (Shuang long hui),5.0,1
3951,Two Family House,5.0,1
71268,Tyler Perry's I Can Do Bad All by Myself,5.0,1
50999,"Ugly Duckling and Me!, The",5.0,1
6611,Umberto D.,5.0,1
25947,Unfaithfully Yours,5.0,1
149566,Unicorn City,5.0,1
2808,Universal Soldier,5.0,1
2807,Universal Soldier: The Return,5.0,1
172587,Vacations in Prostokvashino,5.0,1
3637,Vagabond (Sans toit ni loi),5.0,1
53578,"Valet, The (La doublure)",5.0,1
1349,Vampire in Venice (Nosferatu a Venezia) (Nosferatu in Venice),5.0,1
93008,"Very Potter Sequel, A",5.0,1
172793,Vovka in the Kingdom of Far Far Away,5.0,1
60737,Watching the Detectives,5.0,1
117531,Watermark,5.0,1
496,What Happened Was...,5.0,1
134004,What Love Is,5.0,1
131237,What Men Talk About,5.0,1
4813,When Worlds Collide,5.0,1
3235,Where the Buffalo Roam,5.0,1
3537,Where the Money Is,5.0,1
152711,Who Killed Chea Vichea?,5.0,1
109968,Why Don't You Play In Hell? (Jigoku de naze warui),5.0,1
2622,William Shakespeare's A Midsummer Night's Dream,5.0,1
131610,Willy/Milly,5.0,1
5420,Windtalkers,5.0,1
163925,"Wings, Legs and Tails",5.0,1
163072,Winnie Pooh,5.0,1
163386,Winnie the Pooh and the Day of Concern,5.0,1
163112,Winnie the Pooh Goes Visiting,5.0,1
172589,Winter in Prostokvashino,5.0,1
7071,"Woman Under the Influence, A",5.0,1
187717,Won't You Be My Neighbor?,5.0,1
108795,Wonder Woman,5.0,1
158398,World of Glory,5.0,1
173351,Wow! A Talking Fish!,5.0,1
4433,Written on the Wind,5.0,1
1934,You Can't Take It with You,5.0,1
3223,"Zed & Two Noughts, A",5.0,1
84273,Zeitgeist: Moving Forward,5.0,1
27751,'Salem's Lot,5.0,1
779,'Til There Was You,5.0,1
77846,12 Angry Men,5.0,1
141816,12 Chairs,5.0,1
86142,13 Assassins (Jûsan-nin no shikaku),5.0,1
138210,13 Hours,5.0,1
5468,20 Million Miles to Earth,5.0,1
4159,3000 Miles to Graceland,5.0,1
7080,42nd Street,5.0,1
4294,"5,000 Fingers of Dr. T, The",5.0,1
27373,61*,5.0,1
42556,7 Faces of Dr. Lao,5.0,1
44943,9/11,5.0,1
172875,A Detective Story,5.0,1
126088,A Flintstones Christmas Carol,5.0,1
147410,A Perfect Day,5.0,1
170597,A Plasticine Crow,5.0,1
3928,Abbott and Costello Meet Frankenstein,5.0,1
4195,"Abominable Dr. Phibes, The",5.0,1
100556,"Act of Killing, The",5.0,1
147300,Adventures Of Sherlock Holmes And Dr. Watson: The Twentieth Century Approaches,5.0,1
26078,Advise and Consent,5.0,1
2624,After Life (Wandafuru raifu),5.0,1
2522,Airport '77,5.0,1
165959,Alesha Popovich and Tugarin the Dragon,5.0,1
7756,Alexander Nevsky (Aleksandr Nevskiy),5.0,1
82378,All Good Things,5.0,1
6159,All the Real Girls,5.0,1
3531,All the Vermeers in New York,5.0,1
158882,All Yours,5.0,1
84414,All-Star Superman,5.0,1
73042,Alvin and the Chipmunks: The Squeakquel,5.0,1
3214,American Flyers,5.0,1
6021,"American Friend, The (Amerikanische Freund, Der)",5.0,1
1327,"Amityville Horror, The",5.0,1
4969,And Then There Were None,5.0,1
1631,"Assignment, The",5.0,1
26183,Asterix and Cleopatra (Astérix et Cléopâtre),5.0,1
91355,Asterix and the Vikings (Astérix et les Vikings),5.0,1
148,"Awfully Big Adventure, An",5.0,1
3086,Babes in Toyland,5.0,1
217,"Babysitter, The",5.0,1
87485,Bad Teacher,5.0,1
2512,"Ballad of Narayama, The (Narayama bushiko)",5.0,1
4082,Barfly,5.0,1
27311,Batman Beyond: Return of the Joker,5.0,1
79274,Batman: Under the Red Hood,5.0,1
90603,Batman: Year One,5.0,1
140627,Battle For Sevastopol,5.0,1
27704,Battle Royale 2: Requiem (Batoru rowaiaru II: Chinkonka),5.0,1
4915,"Beastmaster, The",5.0,1
1696,Bent,5.0,1
66511,Berlin Calling,5.0,1
26612,"Better Tomorrow II, A (Ying hung boon sik II)",5.0,1
4440,"Big Boss, The (Fists of Fury) (Tang shan da xiong)",5.0,1
136355,Big Top Scooby-Doo!,5.0,1
102217,Bill Hicks: Revelations,5.0,1
134796,Bitter Lake,5.0,1
72171,Black Dynamite,5.0,1
176601,Black Mirror,5.0,1
3303,Black Tar Heroin: The Dark End of the Street,5.0,1
2035,Blackbeard's Ghost,5.0,1
667,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite),5.0,1
141928,Bloodsucking Bastards,5.0,1
3655,Blow-Out (La grande bouffe),5.0,1
179135,Blue Planet II,5.0,1
175431,Bobik Visiting Barbos,5.0,1
69211,Boy Eats Girl,5.0,1
26169,Branded to Kill (Koroshi no rakuin),5.0,1
53280,"Breed, The",5.0,1
8008,Brigadoon,5.0,1
5888,Brother (Brat),5.0,1
26681,Bullet in the Head,5.0,1
886,Bulletproof,5.0,1
1699,"Butcher Boy, The",5.0,1
3746,Butterfly (La lengua de las mariposas),5.0,1
132153,Buzzard,5.0,1
34312,"Calcium Kid, The",5.0,1
430,Calendar Girl,5.0,1
53318,Cashback,5.0,1
1437,"Cement Garden, The",5.0,1
4256,"Center of the World, The",5.0,1
160271,Central Intelligence,5.0,1
64499,Che: Part One,5.0,1
64501,Che: Part Two,5.0,1
172909,Cheburashka,5.0,1
5416,Cherish,5.0,1
108078,Chinese Puzzle (Casse-tête chinois),5.0,1
47736,"Chump at Oxford, A",5.0,1
8643,"Cinderella Story, A",5.0,1
58554,"Class, The (Klass)",5.0,1
4381,"Closet, The (Placard, Le)",5.0,1
389,"Colonel Chabert, Le",5.0,1
6664,Commando,5.0,1
67788,Confessions of a Shopaholic,5.0,1
86237,Connections,5.0,1
5723,Continental Divide,5.0,1
48342,Conversations with Other Women,5.0,1
74532,Cop Out,5.0,1
146684,Cosmic Scrat-tastrophe,5.0,1
66943,"Cottage, The",5.0,1
103602,Craig Ferguson: I'm Here To Help,5.0,1
74685,"Crazies, The",5.0,1
115727,Crippled Avengers (Can que) (Return of the 5 Deadly Venoms),5.0,1
4495,Crossing Delancey,5.0,1
5889,"Cruel Romance, A (Zhestokij Romans)",5.0,1
2323,"Cruise, The",5.0,1
8542,"Day at the Races, A",5.0,1
184245,De platte jungle,5.0,1
8142,Dead or Alive: Hanzaisha,5.0,1
171749,Death Note: Desu nôto (2006–2007),5.0,1
26587,"Decalogue, The (Dekalog)",5.0,1
633,Denise Calls Up,5.0,1
79428,Dinner for Schmucks,5.0,1
8327,Dolls,5.0,1
64575,Doubt,5.0,1
83969,Down Argentine Way,5.0,1
4402,Dr. Goldfoot and the Bikini Machine,5.0,1
93272,Dr. Seuss' The Lorax,5.0,1
146662,Dragons: Gift of the Night Fury,5.0,1
74226,"Dream of Light (a.k.a. Quince Tree Sun, The) (Sol del membrillo, El)",5.0,1
58655,Drillbit Taylor,5.0,1
62293,"Duchess, The",5.0,1
3792,Duel in the Sun,5.0,1
6482,Dumb and Dumberer: When Harry Met Lloyd,5.0,1
6763,Duplex,5.0,1
92494,Dylan Moran: Monster,5.0,1
69860,Eichmann,5.0,1
5890,Elling,5.0,1
173963,Empties,5.0,1
94810,Eva,5.0,1
59814,Ex Drummer,5.0,1
1999,"Exorcist III, The",5.0,1
104925,"Family, The",5.0,1
2068,Fanny and Alexander (Fanny och Alexander),5.0,1
98279,"Fantastic Fear of Everything, A",5.0,1
238,Far From Home: The Adventures of Yellow Dog,5.0,1
49347,Fast Food Nation,5.0,1
5417,"Fast Runner, The (Atanarjuat)",5.0,1
82744,Faster,5.0,1
69069,Fired Up,5.0,1
2477,Firewalker,5.0,1
4438,"Fist of Fury (Chinese Connection, The) (Jing wu men)",5.0,1
1564,For Roseanna (Roseanna's Grave),5.0,1
145994,Formula of Love,5.0,1
1759,"Four Days in September (O Que É Isso, Companheiro?)",5.0,1
5745,"Four Seasons, The",5.0,1
1979,Friday the 13th Part VI: Jason Lives,5.0,1
95175,Front of the Class,5.0,1
173619,Fugitives,5.0,1
8796,"Funny Thing Happened on the Way to the Forum, A",5.0,1
109633,"Garden of Words, The (Koto no ha no niwa)",5.0,1
8372,Garfield: The Movie,5.0,1
69469,Garfield's Pet Force,5.0,1
175293,Gena the Crocodile,5.0,1
136445,George Carlin: Back in Town,5.0,1
129514,George Carlin: It's Bad for Ya!,5.0,1
140265,George Carlin: Jammin' in New York,5.0,1
130970,George Carlin: Life Is Worth Losing,5.0,1
136447,George Carlin: You Are All Diseased,5.0,1
79897,Get Low,5.0,1
134847,Ghost Graduation,5.0,1
84512,Girls About Town,5.0,1
42730,Glory Road,5.0,1
44851,Go for Zucker! (Alles auf Zucker!),5.0,1
5088,"Going Places (Valseuses, Les)",5.0,1
95843,Goodbye Charlie,5.0,1
103984,"Great Beauty, The (Grande Bellezza, La)",5.0,1
2899,Gulliver's Travels,5.0,1
122092,Guy X,5.0,1
73290,Hachiko: A Dog's Story (a.k.a. Hachi: A Dog's Tale),5.0,1
50804,Hannibal Rising,5.0,1
91386,Happy Feet Two,5.0,1
2342,Hard Core Logo,5.0,1
6994,"Hard Way, The",5.0,1
3388,Harry and the Hendersons,5.0,1
118270,Hellbenders,5.0,1
6732,"Hello, Dolly!",5.0,1
611,Hellraiser: Bloodline,5.0,1
1904,Henry Fool,5.0,1
2050,Herbie Goes Bananas,5.0,1
140133,Hollywood Chainsaw Hookers,5.0,1
4116,Hollywood Shuffle,5.0,1
96832,Holy Motors,5.0,1
57,Home for the Holidays,5.0,1
1727,"Horse Whisperer, The",5.0,1
6549,How to Deal,5.0,1
7000,Hudson Hawk,5.0,1
143511,Human,5.0,1
26073,"Human Condition III, The (Ningen no joken III)",5.0,1
107951,Hunting Elephants,5.0,1
1310,Hype!,5.0,1
167064,I Am Not Your Negro,5.0,1
2338,I Still Know What You Did Last Summer,5.0,1
6086,"I, the Jury",5.0,1
3851,I'm the One That I Want,5.0,1
156025,Ice Age: The Great Egg-Scapade,5.0,1
86721,Idiots and Angels,5.0,1
90888,Immortals,5.0,1
5279,Impromptu,5.0,1
175397,"In the blue sea, in the white foam.",5.0,1
495,In the Realm of the Senses (Ai no corrida),5.0,1
2269,Indecent Proposal,5.0,1
160644,Indignation,5.0,1
2720,Inspector Gadget,5.0,1
5949,Intact (Intacto),5.0,1
90943,Into the Abyss,5.0,1
8580,Into the Woods,5.0,1
172583,Investigation Held by Kolobki,5.0,1
685,It's My Party,5.0,1
99764,It's Such a Beautiful Day,5.0,1
32892,Ivan's Childhood (a.k.a. My Name is Ivan) (Ivanovo detstvo),5.0,1
98083,Jackass 3.5,5.0,1
613,Jane Eyre,5.0,1
6983,Jane Eyre,5.0,1
160438,Jason Bourne,5.0,1
255,"Jerky Boys, The",5.0,1
143031,Jump In!,5.0,1
166183,Junior and Karlson,5.0,1
6006,Just Married,5.0,1
102084,Justice League: Doom,5.0,1
172585,Karlson Returns,5.0,1
3760,"Kentucky Fried Movie, The",5.0,1
2367,King Kong,5.0,1
7122,King of Hearts,5.0,1
4426,Kiss Me Deadly,5.0,1
2196,Knock Off,5.0,1
136556,Kung Fu Panda: Secrets of the Masters,5.0,1
143559,L.A. Slasher,5.0,1
6201,Lady Jane,5.0,1
53,Lamerica,5.0,1
33834,Land of the Dead,5.0,1
136469,Larry David: Curb Your Enthusiasm,5.0,1
484,Lassie,5.0,1
26401,Last Hurrah for Chivalry (Hao xia),5.0,1
172577,Last Year's Snow Was Falling,5.0,1
4142,Left Behind: The Movie,5.0,1
4617,Let It Ride,5.0,1
1658,"Life Less Ordinary, A",5.0,1
3687,Light Years (Gandahar),5.0,1
487,Lightning Jack,5.0,1
57183,Like Stars on Earth (Taare Zameen Par),5.0,1
5059,Little Dieter Needs to Fly,5.0,1
8238,Little Murders,5.0,1
467,Live Nude Girls,5.0,1
93563,Lockout,5.0,1
86668,Louis Theroux: Law & Disorder,5.0,1
130978,Love and Pigeons,5.0,1
72142,Love Exposure (Ai No Mukidashi),5.0,1
179133,Loving Vincent,5.0,1
149350,Lumberjack Man,5.0,1
105585,Machete Kills (Machete 2),5.0,1
3496,Madame Sousatzka,5.0,1
2969,"Man and a Woman, A (Un homme et une femme)",5.0,1
3678,"Man with the Golden Arm, The",5.0,1
6433,"Man with the Movie Camera, The (Chelovek s kino-apparatom)",5.0,1
100906,Maniac Cop 2,5.0,1
31522,"Marriage of Maria Braun, The (Ehe der Maria Braun, Die)",5.0,1
5513,Martin Lawrence Live: Runteldat,5.0,1
83827,Marwencol,5.0,1
40491,"Match Factory Girl, The (Tulitikkutehtaan tyttö)",5.0,1
70451,Max Manus,5.0,1
3093,McCabe & Mrs. Miller,5.0,1
73822,Meantime,5.0,1
6686,"Medallion, The",5.0,1
2075,Mephisto,5.0,1
72692,Mickey's Once Upon a Christmas,5.0,1
47404,Mind Game,5.0,1
93022,Miss Nobody,5.0,1
4135,"Monster Squad, The",5.0,1
162414,Moonlight,5.0,1
4454,More,5.0,1
5951,Morvern Callar,5.0,1
4788,Moscow Does Not Believe in Tears (Moskva slezam ne verit),5.0,1
76091,Mother (Madeo),5.0,1
893,Mother Night,5.0,1
1713,Mouse Hunt,5.0,1
100083,Movie 43,5.0,1
109846,Mr. Peabody & Sherman,5.0,1
25906,Mr. Skeffington,5.0,1
33090,Mutant Aliens,5.0,1
6945,My Architect: A Son's Journey,5.0,1
96935,My Left Eye Sees Ghosts (Ngo joh aan gin diy gwai),5.0,1
87834,My Life as McDull (Mak dau goo si),5.0,1
134095,My Love,5.0,1
3096,My Man Godfrey,5.0,1
27523,My Sassy Girl (Yeopgijeogin geunyeo),5.0,1
104780,"Mystery of the Third Planet, The (Tayna tretey planety)",5.0,1
138966,Nasu: Summer in Andalusia,5.0,1
118834,National Lampoon's Bag Boy,5.0,1
325,National Lampoon's Senior Trip,5.0,1
1804,"Newton Boys, The",5.0,1
502,"Next Karate Kid, The",5.0,1
27320,"Nine Lives of Tomas Katz, The",5.0,1
4291,Nine to Five (a.k.a. 9 to 5),5.0,1
6460,"Trial, The (Procès, Le)",4.9,5
213,Burnt by the Sun (Utomlyonnye solntsem),4.88,4
26810,Bad Boy Bubby,4.83,3
6666,"Discreet Charm of the Bourgeoisie, The (Charme discret de la bourgeoisie, Le)",4.83,3
7842,Dune,4.83,3
98154,Lincoln,4.83,3
127098,Louis C.K.: Live at The Comedy Store,4.83,3
9010,Love Me If You Dare (Jeux d'enfants),4.83,3
27,Now and Then,4.83,3
289,Only You,4.83,3
115122,What We Do in the Shadows,4.83,3
65261,Ponyo (Gake no ue no Ponyo),4.8,5
170705,Band of Brothers,4.8,5
3022,"General, The",4.8,5
92259,Intouchables,4.76,19
55363,"Assassination of Jesse James by the Coward Robert Ford, The",4.75,6
3814,Love and Death,4.75,6
1096,Sophie's Choice,4.75,6
3983,You Can Count on Me,4.75,6
538,Six Degrees of Separation,4.75,4
3925,Stranger Than Paradise,4.75,4
3404,Titanic,4.75,4
3224,Woman in the Dunes (Suna no onna),4.75,4
7121,Adam's Rib,4.75,4
3477,Empire Records,4.75,4
7008,Last Tango in Paris (Ultimo tango a Parigi),4.75,4
73881,3 Idiots,4.75,2
3855,"Affair of Love, An (Liaison pornographique, Une)",4.75,2
6270,Akira Kurosawa's Dreams (Dreams),4.75,2
74282,Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea),4.75,2
4052,Antitrust,4.75,2
6254,"Awful Truth, The",4.75,2
3302,Beautiful People,4.75,2
7767,"Best of Youth, The (La meglio gioventù)",4.75,2
1866,"Big Hit, The",4.75,2
90430,Carnage,4.75,2
7169,Chasing Liberty,4.75,2
123,Chungking Express (Chung Hing sam lam),4.75,2
146656,Creed,4.75,2
2563,Dangerous Beauty,4.75,2
40412,Dead Man's Shoes,4.75,2
65188,Dear Zachary: A Letter to a Son About His Father,4.75,2
147376,Doctor Who: A Christmas Carol,4.75,2
3653,"Endless Summer, The",4.75,2
5387,Enough,4.75,2
6235,Europa Europa (Hitlerjunge Salomon),4.75,2
2495,"Fantastic Planet, The (Planète sauvage, La)",4.75,2
26865,Fist of Legend (Jing wu ying xiong),4.75,2
456,Fresh,4.75,2
74727,Gentlemen of Fortune (Dzhentlmeny udachi),4.75,2
6375,Gigantic (A Tale of Two Johns),4.75,2
938,Gigi,4.75,2
30745,Gozu (Gokudô kyôfu dai-gekijô: Gozu),4.75,2
7486,Happy Together (a.k.a. Buenos Aires Affair) (Chun gwong cha sit),4.75,2
6051,"Harder They Come, The",4.75,2
64197,Hunger,4.75,2
112804,I Origins,4.75,2
97866,"Imposter, The",4.75,2
407,In the Mouth of Madness,4.75,2
80139,Jackass 2.5,4.75,2
100882,Journey to the West: Conquering the Demons (Daai wa sai you chi Chui mo chun kei),4.75,2
270,Love Affair,4.75,2
5772,My Dinner with André,4.75,2
501,Naked,4.75,2
105197,Nebraska,4.75,2
2261,One Crazy Summer,4.75,2
71379,Paranormal Activity,4.75,2
171011,Planet Earth II,4.75,2
8965,"Polar Express, The",4.75,2
3075,Repulsion,4.75,2
4298,Rififi (Du rififi chez les hommes),4.75,2
48877,Saw III,4.75,2
5477,Sex and Lucia (Lucía y el sexo),4.75,2
185135,Sherlock - A Study in Pink,4.75,2
100383,Side Effects,4.75,2
89118,"Skin I Live In, The (La piel que habito)",4.75,2
2106,Swing Kids,4.75,2
120635,Taken 3,4.75,2
27193,Taxi 2,4.75,2
130518,The Amazing Screw-On Head,4.75,2
142115,The Blue Planet,4.75,2
168418,The Boss Baby,4.75,2
172591,The Godfather Trilogy: 1972-1990,4.75,2
126430,The Pacific,4.75,2
120478,The Salt of the Earth,4.75,2
6461,"Unforgiven, The",4.75,2
5915,Victory (a.k.a. Escape to Victory),4.75,2
64285,Wallace and Gromit in 'A Matter of Loaf and Death',4.75,2
166024,Whiplash,4.75,2
32582,"Wild Parrots of Telegraph Hill, The",4.75,2
2654,"Wolf Man, The",4.75,2
670,"World of Apu, The (Apur Sansar)",4.75,2
1272,Patton,4.71,24
1927,All Quiet on the Western Front,4.71,7
3451,Guess Who's Coming to Dinner,4.7,10
1243,Rosencrantz and Guildenstern Are Dead,4.7,10
177593,"Three Billboards Outside Ebbing, Missouri",4.7,5
1683,"Wings of the Dove, The",4.7,5
27815,"Chorus, The (Choristes, Les)",4.7,5
47200,Crank,4.7,5
62336,FLCL,4.7,5
5747,Gallipoli,4.7,5
2953,Home Alone 2: Lost in New York,4.7,5
31364,Memories of Murder (Salinui chueok),4.7,5
1209,Once Upon a Time in the West (C'era una volta il West),4.69,13
1284,"Big Sleep, The",4.69,8
3972,"Legend of Drunken Master, The (Jui kuen II)",4.69,8
104879,Prisoners,4.68,11
1250,"Bridge on the River Kwai, The",4.67,32
92535,Louis C.K.: Live at the Beacon Theater,4.67,9
1241,Dead Alive (Braindead),4.67,6
2239,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto),4.67,6
51931,Reign Over Me,4.67,3
40148,Revolver,4.67,3
3099,Shampoo,4.67,3
54999,Shoot 'Em Up,4.67,3
59141,Son of Rambow,4.67,3
6370,"Spanish Apartment, The (L'auberge espagnole)",4.67,3
2907,Superstar,4.67,3
26258,"Topo, El",4.67,3
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A)",4.67,3
57274,[REC],4.67,3
2846,"Adventures of Milo and Otis, The (Koneko monogatari)",4.67,3
3155,Anna and the King,4.67,3
82,Antonia's Line (Antonia),4.67,3
1046,Beautiful Thing,4.67,3
3672,Benji,4.67,3
174053,Black Mirror: White Christmas,4.67,3
6987,"Cabinet of Dr. Caligari, The (Cabinet des Dr. Caligari., Das)",4.67,3
6345,"Chorus Line, A",4.67,3
5833,Dog Soldiers,4.67,3
26471,Eddie Murphy Delirious,4.67,3
662,Fear,4.67,3
1809,Fireworks (Hana-bi),4.67,3
4941,Flash Gordon,4.67,3
58301,Funny Games U.S.,4.67,3
906,Gaslight,4.67,3
102407,"Great Gatsby, The",4.67,3
48322,Jackass Number Two,4.67,3
171,Jeffrey,4.67,3
3074,Jeremiah Johnson,4.67,3
93721,Jiro Dreams of Sushi,4.67,3
27397,Joint Security Area (Gongdong gyeongbi guyeok JSA),4.67,3
85367,Just Go with It,4.67,3
54736,"Kingdom, The",4.67,3
2511,"Long Goodbye, The",4.67,3
2249,My Blue Heaven,4.67,3
1178,Paths of Glory,4.65,10
194,Smoke,4.65,10
246,Hoop Dreams,4.64,22
